country_txt,iyear,provstate
Iraq,2011,Nineveh
Iraq,2011,Kirkuk
Iraq,2011,Baghdad
Pakistan,2011,Balochistan
Thailand,2011,Pattani
Pakistan,2011,Federally Administered Tribal Areas
Afghanistan,2011,Nangarhar
Afghanistan,2011,Helmand
Iraq,2011,Diyala
Somalia,2011,Galguduud
Afghanistan,2011,Nangarhar
Iraq,2011,Nineveh
Afghanistan,2011,Kandahar
Colombia,2011,Putumayo
Pakistan,2011,Federally Administered Tribal Areas
Pakistan,2011,Khyber Pakhtunkhwa
Afghanistan,2011,Uruzgan
Thailand,2011,Yala
Thailand,2011,Pattani
Pakistan,2011,Balochistan
Pakistan,2011,Balochistan
Iraq,2011,Kirkuk
Pakistan,2011,Khyber Pakhtunkhwa
Thailand,2011,Yala
Iraq,2011,Diyala
Pakistan,2011,Federally Administered Tribal Areas
Iraq,2011,Kirkuk
Pakistan,2011,Federally Administered Tribal Areas
Pakistan,2011,Federally Administered Tribal Areas
Pakistan,2012,Balochistan
Pakistan,2012,Balochistan
Pakistan,2012,Balochistan
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Saladin
Afghanistan,2012,Helmand
Afghanistan,2012,Kandahar
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Kirkuk
Pakistan,2012,Khyber Pakhtunkhwa
Iraq,2012,Baghdad
Iraq,2012,Baghdad
India,2012,Manipur
United States,2012,Florida
Nigeria,2012,Borno
Pakistan,2012,Sindh
Pakistan,2012,Sindh
Afghanistan,2012,Helmand
India,2012,Assam
Afghanistan,2012,Logar
Iraq,2012,Diyala
Iraq,2012,Diyala
Afghanistan,2012,Nangarhar
Afghanistan,2012,Badghis
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Al Anbar
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Uruzgan
Afghanistan,2012,Helmand
Somalia,2012,Hiiraan
Afghanistan,2012,Wardak
Afghanistan,2012,Laghman
Afghanistan,2012,Uruzgan
Afghanistan,2012,Logar
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Punjab
Nigeria,2012,Jigawa
Nigeria,2012,Borno
Nigeria,2012,Yobe
Afghanistan,2012,Kandahar
Afghanistan,2012,Kandahar
Afghanistan,2012,Kandahar
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Nineveh
Iraq,2012,Nineveh
Iraq,2012,Kirkuk
Iraq,2012,Baghdad
United States,2012,New York
United States,2012,New York
United States,2012,New York
United States,2012,New York
Afghanistan,2012,Farah
India,2012,Odisha
Thailand,2012,Pattani
Pakistan,2012,Balochistan
Iraq,2012,Nineveh
Philippines,2012,Agusan del Norte
Iraq,2012,Al Anbar
Iraq,2012,Nineveh
Pakistan,2012,Federally Administered Tribal Areas
Somalia,2012,Mudug
Nigeria,2012,Gombe
Afghanistan,2012,Logar
Pakistan,2012,Federally Administered Tribal Areas
United States,2012,New Jersey
Nigeria,2012,Adamawa
Pakistan,2012,Balochistan
Pakistan,2012,Federally Administered Tribal Areas
Nigeria,2012,Borno
Nigeria,2012,Yobe
Iraq,2012,Saladin
Yemen,2012,Adan
Afghanistan,2012,Farah
Afghanistan,2012,Helmand
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
India,2012,Assam
Iraq,2012,Diyala
Iraq,2012,Al Anbar
Afghanistan,2012,Paktika
India,2012,Odisha
Pakistan,2012,Gilgit-Baltistan
Somalia,2012,Lower Juba
Afghanistan,2012,Helmand
Pakistan,2012,Balochistan
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Balochistan
Nigeria,2012,Gombe
Iraq,2012,Dhi Qar
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Pakistan,2012,Balochistan
Pakistan,2012,Sindh
Pakistan,2012,Sindh
Afghanistan,2012,Herat
United Kingdom,2012,Northern Ireland
Nigeria,2012,Borno
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Helmand
Afghanistan,2012,Helmand
Pakistan,2012,Federally Administered Tribal Areas
Philippines,2012,South Cotabato
Algeria,2012,Boumerdes
Afghanistan,2012,Khost
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Adamawa
Afghanistan,2012,Herat
Thailand,2012,Narathiwat
Nigeria,2012,Adamawa
Nigeria,2012,Yobe
Nigeria,2012,Yobe
Nigeria,2012,Yobe
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Nineveh
Afghanistan,2012,Uruzgan
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Saladin
Iraq,2012,Kirkuk
India,2012,Odisha
Nigeria,2012,Adamawa
Nigeria,2012,Adamawa
Nigeria,2012,Borno
Afghanistan,2012,Kandahar
Pakistan,2012,Balochistan
India,2012,Kerala
Afghanistan,2012,Ghor
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Borno
Iraq,2012,Al Anbar
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Babil
Philippines,2012,Sulu
India,2012,Jammu and Kashmir
India,2012,Jammu and Kashmir
India,2012,Jammu and Kashmir
India,2012,West Bengal
Iraq,2012,Nineveh
Iraq,2012,Diyala
Iraq,2012,Saladin
Iraq,2012,Saladin
Pakistan,2012,Balochistan
Iraq,2012,Al Anbar
Nigeria,2012,Adamawa
Iraq,2012,Diyala
Afghanistan,2012,Takhar
Afghanistan,2012,Faryab
Pakistan,2012,Sindh
Iraq,2012,Babil
Iraq,2012,Babil
Iraq,2012,Kirkuk
Iraq,2012,Al Anbar
Iraq,2012,Saladin
Nigeria,2012,Borno
Afghanistan,2012,Khost
Thailand,2012,Pattani
Thailand,2012,Yala
Afghanistan,2012,Zabul
India,2012,Manipur
Pakistan,2012,Balochistan
India,2012,Manipur
India,2012,Manipur
Philippines,2012,South Cotabato
Peru,2012,Cajamarca
Iraq,2012,Kirkuk
Iraq,2012,Babil
Iraq,2012,Baghdad
Iraq,2012,Kirkuk
Iraq,2012,Diyala
Iraq,2012,Karbala
Afghanistan,2012,Kandahar
Afghanistan,2012,Helmand
Nigeria,2012,Kaduna
United States,2012,Alabama
Nigeria,2012,Borno
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Al Anbar
Iraq,2012,Kirkuk
Iraq,2012,Baghdad
Iraq,2012,Babil
Afghanistan,2012,Farah
India,2012,Jharkhand
Nigeria,2012,Borno
Nigeria,2012,Borno
Nigeria,2012,Borno
Somalia,2012,Banaadir
Iraq,2012,Diyala
Afghanistan,2012,Helmand
Yemen,2012,Marib
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Yobe
Iraq,2012,Saladin
Iraq,2012,Saladin
Afghanistan,2012,Paktika
Afghanistan,2012,Ghor
India,2012,Manipur
India,2012,Assam
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Edo
Nigeria,2012,Edo
India,2012,Manipur
India,2012,Manipur
Afghanistan,2012,Badghis
Iraq,2012,Dhi Qar
Afghanistan,2012,Kunar
Philippines,2012,South Cotabato
Nigeria,2012,Bauchi
Philippines,2012,Maguindanao
Afghanistan,2012,Nangarhar
Afghanistan,2012,Nangarhar
Pakistan,2012,Sindh
Somalia,2012,Banaadir
Iraq,2012,Nineveh
Iraq,2012,Baghdad
Afghanistan,2012,Khost
Afghanistan,2012,Helmand
India,2012,Tamil Nadu
India,2012,Uttar Pradesh
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Balochistan
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Sindh
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Balochistan
Afghanistan,2012,Kandahar
Yemen,2012,Adan
Nigeria,2012,Yobe
Iraq,2012,Al Anbar
Thailand,2012,Narathiwat
Iraq,2012,Al Anbar
India,2012,Manipur
Afghanistan,2012,Kandahar
Afghanistan,2012,Helmand
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Rivers
Turkey,2012,Istanbul
Iraq,2012,Baghdad
Iraq,2012,Baghdad
India,2012,Tamil Nadu
United States,2012,New Jersey
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Federally Administered Tribal Areas
India,2012,Assam
Pakistan,2012,Khyber Pakhtunkhwa
Afghanistan,2012,Kandahar
Iraq,2012,Babil
Iraq,2012,Babil
Iraq,2012,Babil
Iraq,2012,Babil
Iraq,2012,Diyala
Pakistan,2012,Khyber Pakhtunkhwa
Afghanistan,2012,Wardak
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Balochistan
Pakistan,2012,Balochistan
Somalia,2012,Galguduud
Thailand,2012,Phuket
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Herat
Afghanistan,2012,Farah
Somalia,2012,Banaadir
Pakistan,2012,Sindh
Iraq,2012,Kirkuk
Iraq,2012,Kirkuk
Iraq,2012,Nineveh
Iraq,2012,Diyala
Iraq,2012,Kirkuk
Afghanistan,2012,Helmand
Nigeria,2012,Adamawa
Nigeria,2012,Gombe
Pakistan,2012,Balochistan
Pakistan,2012,Khyber Pakhtunkhwa
Philippines,2012,Maguindanao
Iraq,2012,Kirkuk
Afghanistan,2012,Uruzgan
Pakistan,2012,Balochistan
Colombia,2012,Norte de Santander
Afghanistan,2012,Kandahar
Pakistan,2012,Balochistan
Pakistan,2012,Khyber Pakhtunkhwa
Iraq,2012,Basra
Afghanistan,2012,Kapisa
India,2012,Manipur
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Khost
Afghanistan,2012,Khost
Iraq,2012,Nineveh
Iraq,2012,Saladin
Pakistan,2012,Punjab
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Yemen,2012,Abyan
Yemen,2012,Amanat Al Asimah
Iraq,2012,Saladin
Afghanistan,2012,Kandahar
Thailand,2012,Yala
Somalia,2012,Gedo
Somalia,2012,Hiiraan
Iraq,2012,Nineveh
Iraq,2012,Diyala
Pakistan,2012,Balochistan
Nigeria,2012,Gombe
Iraq,2012,Saladin
Colombia,2012,Narino
Afghanistan,2012,Helmand
Pakistan,2012,Balochistan
Pakistan,2012,Khyber Pakhtunkhwa
Yemen,2012,Amanat Al Asimah
Iraq,2012,Nineveh
Iraq,2012,Babil
India,2012,Manipur
India,2012,Manipur
Afghanistan,2012,Herat
Pakistan,2012,Punjab
Pakistan,2012,Balochistan
Nigeria,2012,Yobe
Algeria,2012,Biskra
Somalia,2012,Gedo
Afghanistan,2012,Khost
Nigeria,2012,Borno
Iraq,2012,Al Anbar
Iraq,2012,Diyala
Pakistan,2012,Sindh
Philippines,2012,Compostela Valley
Somalia,2012,Hiiraan
Iraq,2012,Nineveh
Pakistan,2012,Balochistan
Colombia,2012,Norte de Santander
Afghanistan,2012,Kandahar
Iraq,2012,Al Anbar
Afghanistan,2012,Nangarhar
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Borno
Nigeria,2012,Adamawa
Nigeria,2012,Borno
Thailand,2012,Pattani
Iraq,2012,Diyala
Iraq,2012,Al Anbar
Iraq,2012,Nineveh
Iraq,2012,Babil
Nigeria,2012,Borno
Somalia,2012,Lower Shebelle
Nigeria,2012,Yobe
Afghanistan,2012,Herat
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Somalia,2012,Gedo
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Khyber Pakhtunkhwa
Iraq,2012,Baghdad
Afghanistan,2012,Helmand
Nigeria,2012,Borno
Afghanistan,2012,Helmand
Iraq,2012,Diyala
Iraq,2012,Babil
Afghanistan,2012,Kunduz
Iraq,2012,Saladin
Nigeria,2012,Gombe
Somalia,2012,Galguduud
Colombia,2012,Norte de Santander
Yemen,2012,Adan
Iraq,2012,Kirkuk
Iraq,2012,Kirkuk
Iraq,2012,Kirkuk
Iraq,2012,Kirkuk
Afghanistan,2012,Kandahar
Pakistan,2012,Punjab
Pakistan,2012,Khyber Pakhtunkhwa
United Kingdom,2012,Northern Ireland
Somalia,2012,Banaadir
Pakistan,2012,Balochistan
Pakistan,2012,Khyber Pakhtunkhwa
Turkey,2012,Hakkari
Nigeria,2012,Yobe
Afghanistan,2012,Helmand
Somalia,2012,Hiiraan
India,2012,Meghalaya
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Thailand,2012,Pattani
Thailand,2012,Pattani
Afghanistan,2012,Farah
Nigeria,2012,Plateau
Somalia,2012,Banaadir
United Kingdom,2012,Northern Ireland
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Kapisa
Yemen,2012,Adan
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Federally Administered Tribal Areas
Nigeria,2012,Bayelsa
Nigeria,2012,Bayelsa
Afghanistan,2012,Nangarhar
Nigeria,2012,Yobe
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Kano
Somalia,2012,Banaadir
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Iraq,2012,Kirkuk
Afghanistan,2012,Kabul
Nigeria,2012,Kano
Nigeria,2012,Delta
Afghanistan,2012,Paktika
Iraq,2012,Kirkuk
Pakistan,2012,Balochistan
India,2012,Jharkhand
Afghanistan,2012,Helmand
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Khyber Pakhtunkhwa
India,2012,Jharkhand
Iraq,2012,Al Anbar
India,2012,Meghalaya
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Khyber Pakhtunkhwa
Somalia,2012,Mudug
Colombia,2012,Antioquia
Afghanistan,2012,Kapisa
Afghanistan,2012,Parwan
Afghanistan,2012,Helmand
Colombia,2012,Cauca
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Helmand
Afghanistan,2012,Herat
Nigeria,2012,Bauchi
India,2012,Manipur
Iraq,2012,Diyala
Iraq,2012,Nineveh
Thailand,2012,Pattani
India,2012,Odisha
Afghanistan,2012,Herat
Nigeria,2012,Bauchi
Nigeria,2012,Bauchi
Nigeria,2012,Bauchi
Nigeria,2012,Bauchi
Nigeria,2012,Bauchi
Thailand,2012,Yala
Nigeria,2012,Bauchi
Afghanistan,2012,Kapisa
Nigeria,2012,Borno
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Khyber Pakhtunkhwa
Yemen,2012,Amanat Al Asimah
Yemen,2012,Dhamar
Afghanistan,2012,Khost
Iraq,2012,Saladin
Nigeria,2012,Kano
Nigeria,2012,Kano
Nigeria,2012,Kano
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Kirkuk
Iraq,2012,Nineveh
Iraq,2012,Al Anbar
Pakistan,2012,Khyber Pakhtunkhwa
Philippines,2012,Metropolitan Manila
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Baghdad
Iraq,2012,Diyala
Somalia,2012,Hiiraan
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Al Anbar
Iraq,2012,Baghdad
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Nigeria,2012,Kano
Pakistan,2012,Federally Administered Tribal Areas
Somalia,2012,Banaadir
Iraq,2012,Saladin
Iraq,2012,Baghdad
India,2012,Jammu and Kashmir
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Baghdad
Nigeria,2012,Kano
India,2012,Meghalaya
Iraq,2012,Al Anbar
Afghanistan,2012,Helmand
Iraq,2012,Baghdad
India,2012,Manipur
Pakistan,2012,Sindh
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Saladin
Pakistan,2012,Balochistan
Pakistan,2012,Federally Administered Tribal Areas
India,2012,Manipur
Afghanistan,2012,Kandahar
Iraq,2012,Diyala
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Punjab
Afghanistan,2012,Herat
Afghanistan,2012,Helmand
Pakistan,2012,Balochistan
Iraq,2012,Babil
Iraq,2012,Kirkuk
Nigeria,2012,Kano
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Nigeria,2012,Kano
Pakistan,2012,Federally Administered Tribal Areas
India,2012,Manipur
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Kapisa
Iraq,2012,Babil
Pakistan,2012,Khyber Pakhtunkhwa
Thailand,2012,Narathiwat
Philippines,2012,Masbate
India,2012,Bihar
India,2012,Assam
Iraq,2012,Kirkuk
Iraq,2012,Nineveh
Iraq,2012,Kirkuk
Pakistan,2012,Balochistan
Iraq,2012,Baghdad
Nigeria,2012,Kano
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Zamfara
India,2012,Manipur
India,2012,Jammu and Kashmir
Afghanistan,2012,Kunar
Somalia,2012,Bari
India,2012,Manipur
Iraq,2012,Nineveh
Afghanistan,2012,Helmand
Yemen,2012,Hadramawt
Afghanistan,2012,Ghazni
Iraq,2012,Baghdad
Somalia,2012,Banaadir
India,2012,Manipur
Pakistan,2012,Sindh
Afghanistan,2012,Kunduz
India,2012,Manipur
India,2012,Manipur
India,2012,Manipur
India,2012,Manipur
India,2012,Manipur
Iraq,2012,Al Anbar
Pakistan,2012,Khyber Pakhtunkhwa
Iraq,2012,Saladin
Iraq,2012,Saladin
Iraq,2012,Diyala
Yemen,2012,Abyan
Iraq,2012,Babil
Iraq,2012,Saladin
Iraq,2012,Saladin
Nigeria,2012,Abuja
India,2012,Meghalaya
Somalia,2012,Hiiraan
Pakistan,2012,Khyber Pakhtunkhwa
Iraq,2012,Baghdad
Yemen,2012,Ad Dali
Pakistan,2012,Federally Administered Tribal Areas
Nigeria,2012,Kano
India,2012,Manipur
India,2012,Manipur
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Diyala
Nigeria,2012,Kaduna
Iraq,2012,Diyala
Iraq,2012,Diyala
Somalia,2012,Banaadir
Somalia,2012,Banaadir
Nigeria,2012,Kano
Iraq,2012,Baghdad
Thailand,2012,Pattani
Iraq,2012,Diyala
Pakistan,2012,Balochistan
Pakistan,2012,Sindh
Afghanistan,2012,Farah
Nigeria,2012,Kano
Nigeria,2012,Borno
Nigeria,2012,Borno
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Diyala
Pakistan,2012,Khyber Pakhtunkhwa
Philippines,2012,Compostela Valley
Iraq,2012,Saladin
Nigeria,2012,Rivers
Nigeria,2012,Yobe
Afghanistan,2012,Kunar
Pakistan,2012,Federally Administered Tribal Areas
Yemen,2012,Amanat Al Asimah
Yemen,2012,Mahwit
Somalia,2012,Mudug
Pakistan,2012,Sindh
Pakistan,2012,Sindh
Pakistan,2012,Sindh
Pakistan,2012,Balochistan
Afghanistan,2012,Farah
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Khyber Pakhtunkhwa
Iraq,2012,Diyala
Iraq,2012,Baghdad
Iraq,2012,Nineveh
Iraq,2012,Nineveh
Iraq,2012,Baghdad
Iraq,2012,Saladin
Egypt,2012,North Sinai
Somalia,2012,Banaadir
Pakistan,2012,Balochistan
Pakistan,2012,Balochistan
Colombia,2012,Narino
Afghanistan,2012,Helmand
Afghanistan,2012,Faryab
Iraq,2012,Baghdad
Pakistan,2012,Sindh
Pakistan,2012,Balochistan
India,2012,Jharkhand
Pakistan,2012,Sindh
Pakistan,2012,Sindh
Pakistan,2012,Khyber Pakhtunkhwa
Philippines,2012,Tawi-Tawi
Iraq,2012,Diyala
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Thailand,2012,Pattani
Somalia,2012,Hiiraan
Yemen,2012,Marib
Colombia,2012,Cauca
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Khyber Pakhtunkhwa
Afghanistan,2012,Nimroz
Afghanistan,2012,Helmand
Afghanistan,2012,Kapisa
Afghanistan,2012,Sari Pul
Iraq,2012,Nineveh
Iraq,2012,Baghdad
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Federally Administered Tribal Areas
Iraq,2012,Kirkuk
Iraq,2012,Saladin
Afghanistan,2012,Herat
Nigeria,2012,Bayelsa
Somalia,2012,Lower Juba
Colombia,2012,Tolima
Colombia,2012,Antioquia
Philippines,2012,North Cotabato
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Sindh
Egypt,2012,South Sinai
Pakistan,2012,Balochistan
Afghanistan,2012,Khost
Pakistan,2012,Federally Administered Tribal Areas
Thailand,2012,Pattani
Pakistan,2012,Federally Administered Tribal Areas
Thailand,2012,Narathiwat
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Federally Administered Tribal Areas
Nigeria,2012,Kogi
Nigeria,2012,Kogi
Colombia,2012,Cauca
Pakistan,2012,Khyber Pakhtunkhwa
Afghanistan,2012,Uruzgan
Afghanistan,2012,Nangarhar
Iraq,2012,Nineveh
India,2012,Jharkhand
India,2012,Jharkhand
Afghanistan,2012,Nangarhar
Pakistan,2012,Balochistan
Afghanistan,2012,Khost
Pakistan,2012,Balochistan
Nigeria,2012,Bayelsa
Iraq,2012,Baghdad
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Saladin
Philippines,2012,Nueva Ecija
Afghanistan,2012,Helmand
Somalia,2012,Gedo
Egypt,2012,North Sinai
Afghanistan,2012,Kandahar
Iraq,2012,Saladin
Iraq,2012,Saladin
Iraq,2012,Diyala
Iraq,2012,Baghdad
Philippines,2012,Northern Samar
Somalia,2012,Hiiraan
Somalia,2012,Mudug
Nigeria,2012,Yobe
Thailand,2012,Yala
Turkey,2012,Istanbul
Afghanistan,2012,Kandahar
Afghanistan,2012,Kandahar
Afghanistan,2012,Uruzgan
Afghanistan,2012,Nangarhar
Nigeria,2012,Kano
Iraq,2012,Diyala
Iraq,2012,Diyala
Iraq,2012,Babil
Pakistan,2012,Federally Administered Tribal Areas
Nigeria,2012,Borno
Philippines,2012,North Cotabato
Pakistan,2012,Balochistan
Pakistan,2012,Balochistan
Turkey,2012,Batman
Afghanistan,2012,Kandahar
Nigeria,2012,Kaduna
Nigeria,2012,Kaduna
Nigeria,2012,Kaduna
Nigeria,2012,Borno
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Al Anbar
Iraq,2012,Babil
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Thailand,2012,Narathiwat
Thailand,2012,Narathiwat
Pakistan,2012,Sindh
Pakistan,2012,Balochistan
Pakistan,2012,Balochistan
Philippines,2012,Agusan del Norte
India,2012,Chhattisgarh
Somalia,2012,Gedo
Yemen,2012,Lahij
Somalia,2012,Banaadir
Iraq,2012,Diyala
Iraq,2012,Kirkuk
Iraq,2012,Baghdad
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Balochistan
Pakistan,2012,Balochistan
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Baghlan
Iraq,2012,Baghdad
Iraq,2012,Diyala
Afghanistan,2012,Kandahar
Afghanistan,2012,Kandahar
Somalia,2012,Hiiraan
Pakistan,2012,Balochistan
Afghanistan,2012,Helmand
Thailand,2012,Narathiwat
India,2012,Jammu and Kashmir
India,2012,Chhattisgarh
Iraq,2012,Kirkuk
Philippines,2012,Camarines Norte
Nigeria,2012,Kano
Egypt,2012,North Sinai
Nigeria,2012,Yobe
Nigeria,2012,Yobe
Nigeria,2012,Yobe
Turkey,2012,Hakkari
Turkey,2012,Istanbul
Afghanistan,2012,Helmand
India,2012,Meghalaya
Pakistan,2012,Federally Administered Tribal Areas
United Kingdom,2012,England
Afghanistan,2012,Uruzgan
Afghanistan,2012,Uruzgan
Nigeria,2012,Borno
Egypt,2012,South Sinai
India,2012,Jharkhand
Afghanistan,2012,Ghazni
Thailand,2012,Pattani
Iraq,2012,Al Anbar
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Khyber Pakhtunkhwa
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Balochistan
Afghanistan,2012,Helmand
Nigeria,2012,Yobe
India,2012,Odisha
India,2012,Odisha
Afghanistan,2012,Balkh
Afghanistan,2012,Herat
Iraq,2012,Al Anbar
Iraq,2012,Al Anbar
Iraq,2012,Baghdad
Iraq,2012,Babil
Pakistan,2012,Khyber Pakhtunkhwa
Nigeria,2012,Yobe
Philippines,2012,Basilan
Somalia,2012,Banaadir
Pakistan,2012,Federally Administered Tribal Areas
Afghanistan,2012,Helmand
Afghanistan,2012,Nangarhar
Afghanistan,2012,Laghman
Yemen,2012,Al Bayda
Nigeria,2012,Borno
Nigeria,2012,Borno
Afghanistan,2012,Herat
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Federally Administered Tribal Areas
India,2012,Chhattisgarh
Iraq,2012,Saladin
Iraq,2012,Baghdad
Iraq,2012,Diyala
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Afghanistan,2012,Paktika
Somalia,2012,Banaadir
Nigeria,2012,Borno
Afghanistan,2012,Jawzjan
Afghanistan,2012,Kandahar
Afghanistan,2012,Kandahar
Pakistan,2012,Khyber Pakhtunkhwa
Afghanistan,2012,Helmand
Pakistan,2012,Khyber Pakhtunkhwa
Iraq,2012,Kirkuk
Iraq,2012,Kirkuk
Iraq,2012,Diyala
Iraq,2012,Al Anbar
Afghanistan,2012,Helmand
Pakistan,2012,Balochistan
Afghanistan,2012,Uruzgan
Somalia,2012,Banaadir
India,2012,Delhi
Nigeria,2012,Kaduna
Thailand,2012,Yala
Colombia,2012,Valle del Cauca
Iraq,2012,Nineveh
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Iraq,2012,Baghdad
Nigeria,2012,Kaduna
Nigeria,2012,Kaduna
Pakistan,2012,Balochistan
Yemen,2012,Adan
Yemen,2012,Shabwah
Yemen,2012,Adan
Thailand,2012,Narathiwat
Pakistan,2012,Balochistan
Afghanistan,2012,Farah
Afghanistan,2012,Helmand
Iraq,2012,Diyala
Iraq,2012,Nineveh
Iraq,2012,Saladin
Iraq,2012,Diyala
Iraq,2012,Al Anbar
Pakistan,2012,Federally Administered Tribal Areas
Yemen,2012,Lahij
Yemen,2012,Adan
Yemen,2012,Al Bayda
Nigeria,2012,Niger
Yemen,2012,Marib
Pakistan,2012,Federally Administered Tribal Areas
Pakistan,2012,Sindh
Iraq,2012,Diyala
